,date,change,name
1703,2018-12-04,0,삼성전자
1704,2018-12-05,0,삼성전자
1705,2018-12-06,0,삼성전자
1706,2018-12-07,1,삼성전자
1707,2018-12-10,0,삼성전자
1708,2018-12-11,1,삼성전자
1709,2018-12-12,1,삼성전자
1710,2018-12-13,0,삼성전자
1711,2018-12-14,0,삼성전자
1712,2018-12-17,1,삼성전자
1713,2018-12-18,0,삼성전자
1714,2018-12-19,1,삼성전자
1715,2018-12-20,0,삼성전자
1716,2018-12-21,0,삼성전자
1717,2018-12-24,1,삼성전자
1718,2018-12-26,0,삼성전자
1719,2018-12-27,0,삼성전자
1720,2018-12-28,1,삼성전자
1721,2019-01-02,1,삼성전자
1722,2019-01-03,0,삼성전자
1723,2019-01-04,0,삼성전자
1724,2019-01-07,1,삼성전자
1725,2019-01-08,0,삼성전자
1726,2019-01-09,1,삼성전자
1727,2019-01-10,1,삼성전자
1728,2019-01-11,1,삼성전자
1729,2019-01-14,0,삼성전자
1730,2019-01-15,1,삼성전자
1731,2019-01-16,1,삼성전자
1732,2019-01-17,1,삼성전자
1733,2019-01-18,1,삼성전자
1734,2019-01-21,1,삼성전자
1735,2019-01-22,0,삼성전자
1736,2019-01-23,0,삼성전자
1737,2019-01-24,1,삼성전자
1738,2019-01-25,1,삼성전자
1739,2019-01-28,1,삼성전자
1740,2019-01-29,1,삼성전자
1741,2019-01-30,1,삼성전자
1742,2019-01-31,0,삼성전자
1743,2019-02-01,1,삼성전자
1744,2019-02-07,0,삼성전자
1745,2019-02-08,0,삼성전자
1746,2019-02-11,1,삼성전자
1747,2019-02-12,1,삼성전자
1748,2019-02-13,1,삼성전자
1749,2019-02-14,1,삼성전자
1750,2019-02-15,0,삼성전자
1751,2019-02-18,1,삼성전자
1752,2019-02-19,0,삼성전자
1753,2019-02-20,1,삼성전자
1754,2019-02-21,1,삼성전자
1755,2019-02-22,1,삼성전자
1756,2019-02-25,1,삼성전자
1757,2019-02-26,0,삼성전자
1758,2019-02-27,0,삼성전자
1759,2019-02-28,0,삼성전자
1760,2019-03-04,0,삼성전자
1761,2019-03-05,0,삼성전자
1762,2019-03-06,0,삼성전자
1763,2019-03-07,1,삼성전자
1764,2019-03-08,0,삼성전자
1765,2019-03-11,0,삼성전자
1766,2019-03-12,1,삼성전자
1767,2019-03-13,0,삼성전자
1768,2019-03-14,0,삼성전자
1769,2019-03-15,1,삼성전자
1770,2019-03-18,0,삼성전자
1771,2019-03-19,1,삼성전자
1772,2019-03-20,1,삼성전자
1773,2019-03-21,1,삼성전자
1774,2019-03-22,1,삼성전자
1775,2019-03-25,0,삼성전자
1776,2019-03-26,0,삼성전자
1777,2019-03-27,1,삼성전자
1778,2019-03-28,0,삼성전자
1779,2019-03-29,0,삼성전자
1780,2019-04-01,1,삼성전자
1781,2019-04-02,1,삼성전자
1782,2019-04-03,1,삼성전자
1783,2019-04-04,1,삼성전자
1784,2019-04-05,0,삼성전자
1785,2019-04-08,0,삼성전자
1786,2019-04-09,0,삼성전자
1787,2019-04-10,1,삼성전자
1788,2019-04-11,0,삼성전자
1789,2019-04-12,1,삼성전자
1790,2019-04-15,1,삼성전자
1791,2019-04-16,1,삼성전자
1792,2019-04-17,0,삼성전자
1793,2019-04-18,0,삼성전자
1794,2019-04-19,0,삼성전자
1795,2019-04-22,1,삼성전자
1796,2019-04-23,0,삼성전자
1797,2019-04-24,0,삼성전자
1798,2019-04-25,0,삼성전자
1799,2019-04-26,1,삼성전자
1800,2019-04-29,1,삼성전자
1801,2019-04-30,0,삼성전자
1802,2019-05-02,1,삼성전자
1803,2019-05-03,0,삼성전자
1804,2019-05-07,0,삼성전자
1805,2019-05-08,0,삼성전자
1806,2019-05-09,0,삼성전자
1807,2019-05-10,1,삼성전자
1808,2019-05-13,0,삼성전자
1809,2019-05-14,0,삼성전자
1810,2019-05-15,0,삼성전자
1811,2019-05-16,0,삼성전자
1812,2019-05-17,0,삼성전자
1813,2019-05-20,1,삼성전자
1814,2019-05-21,1,삼성전자
1815,2019-05-22,1,삼성전자
1816,2019-05-23,1,삼성전자
1817,2019-05-24,0,삼성전자
1818,2019-05-27,0,삼성전자
1819,2019-05-28,0,삼성전자
1820,2019-05-29,0,삼성전자
1821,2019-05-30,1,삼성전자
1822,2019-05-31,0,삼성전자
1823,2019-06-03,1,삼성전자
1824,2019-06-04,0,삼성전자
1825,2019-06-05,1,삼성전자
1826,2019-06-07,1,삼성전자
1827,2019-06-10,1,삼성전자
1828,2019-06-11,1,삼성전자
1829,2019-06-12,0,삼성전자
1830,2019-06-13,0,삼성전자
1831,2019-06-14,1,삼성전자
1832,2019-06-17,0,삼성전자
1833,2019-06-18,1,삼성전자
1834,2019-06-19,1,삼성전자
1835,2019-06-20,1,삼성전자
1836,2019-06-21,1,삼성전자
1837,2019-06-24,0,삼성전자
1838,2019-06-25,1,삼성전자
1839,2019-06-26,1,삼성전자
1840,2019-06-27,1,삼성전자
1841,2019-06-28,1,삼성전자
1842,2019-07-01,0,삼성전자
1843,2019-07-02,0,삼성전자
1844,2019-07-03,0,삼성전자
1845,2019-07-04,1,삼성전자
1846,2019-07-05,0,삼성전자
1847,2019-07-08,0,삼성전자
1848,2019-07-09,1,삼성전자
1849,2019-07-10,1,삼성전자
1850,2019-07-11,1,삼성전자
1851,2019-07-12,1,삼성전자
1852,2019-07-15,1,삼성전자
1853,2019-07-16,1,삼성전자
1854,2019-07-17,0,삼성전자
1855,2019-07-18,1,삼성전자
1856,2019-07-19,1,삼성전자
1857,2019-07-22,1,삼성전자
1858,2019-07-23,1,삼성전자
1859,2019-07-24,0,삼성전자
1860,2019-07-25,1,삼성전자
1861,2019-07-26,0,삼성전자
1862,2019-07-29,0,삼성전자
1863,2019-07-30,1,삼성전자
1864,2019-07-31,0,삼성전자
1865,2019-08-01,0,삼성전자
1866,2019-08-02,0,삼성전자
1867,2019-08-05,0,삼성전자
1868,2019-08-06,0,삼성전자
1869,2019-08-07,0,삼성전자
1870,2019-08-08,0,삼성전자
1871,2019-08-09,1,삼성전자
1872,2019-08-12,1,삼성전자
1873,2019-08-13,0,삼성전자
1874,2019-08-14,1,삼성전자
1875,2019-08-16,1,삼성전자
1876,2019-08-19,0,삼성전자
1877,2019-08-20,1,삼성전자
1878,2019-08-21,1,삼성전자
1879,2019-08-22,0,삼성전자
1880,2019-08-23,0,삼성전자
1881,2019-08-26,0,삼성전자
1882,2019-08-27,1,삼성전자
1883,2019-08-28,1,삼성전자
1884,2019-08-29,0,삼성전자
1885,2019-08-30,1,삼성전자
1886,2019-09-02,0,삼성전자
1887,2019-09-03,0,삼성전자
1888,2019-09-04,1,삼성전자
1889,2019-09-05,1,삼성전자
1890,2019-09-06,1,삼성전자
1891,2019-09-09,1,삼성전자
1892,2019-09-10,1,삼성전자
1893,2019-09-11,1,삼성전자
1894,2019-09-16,0,삼성전자
1895,2019-09-17,0,삼성전자
1896,2019-09-18,1,삼성전자
1897,2019-09-19,1,삼성전자
1898,2019-09-20,1,삼성전자
1899,2019-09-23,1,삼성전자
1900,2019-09-24,1,삼성전자
1901,2019-09-25,0,삼성전자
1902,2019-09-26,1,삼성전자
1903,2019-09-27,0,삼성전자
1904,2019-09-30,1,삼성전자
1905,2019-10-01,0,삼성전자
1906,2019-10-02,0,삼성전자
1907,2019-10-04,1,삼성전자
1908,2019-10-07,0,삼성전자
1909,2019-10-08,1,삼성전자
1910,2019-10-10,0,삼성전자
1911,2019-10-11,1,삼성전자
1912,2019-10-14,1,삼성전자
1913,2019-10-15,1,삼성전자
1914,2019-10-16,1,삼성전자
1915,2019-10-17,0,삼성전자
1916,2019-10-18,0,삼성전자
1917,2019-10-21,1,삼성전자
1918,2019-10-22,1,삼성전자
1919,2019-10-23,0,삼성전자
1920,2019-10-24,0,삼성전자
1921,2019-10-25,1,삼성전자
1922,2019-10-28,1,삼성전자
1923,2019-10-29,0,삼성전자
1924,2019-10-30,0,삼성전자
1925,2019-10-31,0,삼성전자
1926,2019-11-01,1,삼성전자
1927,2019-11-04,1,삼성전자
1928,2019-11-05,1,삼성전자
1929,2019-11-06,1,삼성전자
1930,2019-11-07,0,삼성전자
1931,2019-11-08,0,삼성전자
1932,2019-11-11,0,삼성전자
1933,2019-11-12,1,삼성전자
1934,2019-11-13,0,삼성전자
1935,2019-11-14,1,삼성전자
1936,2019-11-15,1,삼성전자
1937,2019-11-18,0,삼성전자
1938,2019-11-19,0,삼성전자
1939,2019-11-20,0,삼성전자
1940,2019-11-21,0,삼성전자
1941,2019-11-22,1,삼성전자
1942,2019-11-25,1,삼성전자
1943,2019-11-26,0,삼성전자
1944,2019-11-27,1,삼성전자
1945,2019-11-28,0,삼성전자
1946,2019-11-29,0,삼성전자
1947,2019-12-02,1,삼성전자
1948,2019-12-03,0,삼성전자
1949,2019-12-04,0,삼성전자
1950,2019-12-05,1,삼성전자
1951,2019-12-06,1,삼성전자
1952,2019-12-09,1,삼성전자
1953,2019-12-10,1,삼성전자
1954,2019-12-11,1,삼성전자
1955,2019-12-12,1,삼성전자
1956,2019-12-13,1,삼성전자
1957,2019-12-16,0,삼성전자
1958,2019-12-17,1,삼성전자
1959,2019-12-18,0,삼성전자
1960,2019-12-19,0,삼성전자
1961,2019-12-20,0,삼성전자
1962,2019-12-23,0,삼성전자
1963,2019-12-24,0,삼성전자
1964,2019-12-26,1,삼성전자
1965,2019-12-27,1,삼성전자
1966,2019-12-30,0,삼성전자
1967,2020-01-02,0,삼성전자
1968,2020-01-03,1,삼성전자
1969,2020-01-06,0,삼성전자
1970,2020-01-07,1,삼성전자
1971,2020-01-08,1,삼성전자
1972,2020-01-09,1,삼성전자
1973,2020-01-10,1,삼성전자
1974,2020-01-13,1,삼성전자
1975,2020-01-14,0,삼성전자
1976,2020-01-15,0,삼성전자
1977,2020-01-16,1,삼성전자
1978,2020-01-17,1,삼성전자
1979,2020-01-20,1,삼성전자
1980,2020-01-21,0,삼성전자
1981,2020-01-22,1,삼성전자
1982,2020-01-23,0,삼성전자
1983,2020-01-28,0,삼성전자
1984,2020-01-29,1,삼성전자
1985,2020-01-30,0,삼성전자
1986,2020-01-31,0,삼성전자
1987,2020-02-03,1,삼성전자
1988,2020-02-04,1,삼성전자
1989,2020-02-05,1,삼성전자
1990,2020-02-06,1,삼성전자
1991,2020-02-07,0,삼성전자
1992,2020-02-10,0,삼성전자
1993,2020-02-11,1,삼성전자
1994,2020-02-12,1,삼성전자
1995,2020-02-13,1,삼성전자
1996,2020-02-14,1,삼성전자
1997,2020-02-17,0,삼성전자
1998,2020-02-18,0,삼성전자
1999,2020-02-19,1,삼성전자
2000,2020-02-20,0,삼성전자
2001,2020-02-21,0,삼성전자
2002,2020-02-24,0,삼성전자
2003,2020-02-25,1,삼성전자
2004,2020-02-26,0,삼성전자
2005,2020-02-27,0,삼성전자
2006,2020-02-28,0,삼성전자
2007,2020-03-02,1,삼성전자
2008,2020-03-03,1,삼성전자
2009,2020-03-04,1,삼성전자
2010,2020-03-05,1,삼성전자
2011,2020-03-06,0,삼성전자
2012,2020-03-09,0,삼성전자
2013,2020-03-10,1,삼성전자
2014,2020-03-11,0,삼성전자
2015,2020-03-12,0,삼성전자
2016,2020-03-13,0,삼성전자
2017,2020-03-16,0,삼성전자
2018,2020-03-17,0,삼성전자
2019,2020-03-18,0,삼성전자
2020,2020-03-19,0,삼성전자
2021,2020-03-20,1,삼성전자
2022,2020-03-23,0,삼성전자
2023,2020-03-24,1,삼성전자
2024,2020-03-25,1,삼성전자
2025,2020-03-26,0,삼성전자
2026,2020-03-27,1,삼성전자
2027,2020-03-30,0,삼성전자
2028,2020-03-31,0,삼성전자
2029,2020-04-01,0,삼성전자
2030,2020-04-02,1,삼성전자
2031,2020-04-03,1,삼성전자
2032,2020-04-06,1,삼성전자
2033,2020-04-07,1,삼성전자
2034,2020-04-08,0,삼성전자
2035,2020-04-09,1,삼성전자
2036,2020-04-10,1,삼성전자
2037,2020-04-13,0,삼성전자
2038,2020-04-14,1,삼성전자
2039,2020-04-16,0,삼성전자
2040,2020-04-17,1,삼성전자
2041,2020-04-20,0,삼성전자
2042,2020-04-21,0,삼성전자
2043,2020-04-22,1,삼성전자
2044,2020-04-23,0,삼성전자
2045,2020-04-24,0,삼성전자
2046,2020-04-27,1,삼성전자
2047,2020-04-28,1,삼성전자
2048,2020-04-29,0,삼성전자
2049,2020-05-04,0,삼성전자
2050,2020-05-06,1,삼성전자
2051,2020-05-07,0,삼성전자
2052,2020-05-08,0,삼성전자
2053,2020-05-11,0,삼성전자
2054,2020-05-12,0,삼성전자
2055,2020-05-13,1,삼성전자
2056,2020-05-14,0,삼성전자
2057,2020-05-15,0,삼성전자
2058,2020-05-18,1,삼성전자
2059,2020-05-19,1,삼성전자
2060,2020-05-20,0,삼성전자
2061,2020-05-21,0,삼성전자
2062,2020-05-22,0,삼성전자
2063,2020-05-25,1,삼성전자
2064,2020-05-26,1,삼성전자
2065,2020-05-27,1,삼성전자
2066,2020-05-28,1,삼성전자
2067,2020-05-29,1,삼성전자
2068,2020-06-01,1,삼성전자
2069,2020-06-02,1,삼성전자
2070,2020-06-03,1,삼성전자
2071,2020-06-04,1,삼성전자
2072,2020-06-05,1,삼성전자
2073,2020-06-08,0,삼성전자
2074,2020-06-09,1,삼성전자
2075,2020-06-10,0,삼성전자
2076,2020-06-11,0,삼성전자
2077,2020-06-12,0,삼성전자
2078,2020-06-15,0,삼성전자
2079,2020-06-16,1,삼성전자
2080,2020-06-17,1,삼성전자
2081,2020-06-18,1,삼성전자
2082,2020-06-19,1,삼성전자
2083,2020-06-22,0,삼성전자
2084,2020-06-23,0,삼성전자
2085,2020-06-24,1,삼성전자
2086,2020-06-25,0,삼성전자
2087,2020-06-26,1,삼성전자
2088,2020-06-29,0,삼성전자
2089,2020-06-30,1,삼성전자
2090,2020-07-01,0,삼성전자
2091,2020-07-02,1,삼성전자
2092,2020-07-03,1,삼성전자
2093,2020-07-06,1,삼성전자
2094,2020-07-07,0,삼성전자
2095,2020-07-08,0,삼성전자
2096,2020-07-09,0,삼성전자
2097,2020-07-10,0,삼성전자
2098,2020-07-13,1,삼성전자
2099,2020-07-14,1,삼성전자
2100,2020-07-15,1,삼성전자
2101,2020-07-16,0,삼성전자
2102,2020-07-17,1,삼성전자
2103,2020-07-20,0,삼성전자
2104,2020-07-21,1,삼성전자
2105,2020-07-22,0,삼성전자
2106,2020-07-23,0,삼성전자
2107,2020-07-24,1,삼성전자
2108,2020-07-27,1,삼성전자
2109,2020-07-28,1,삼성전자
2110,2020-07-29,1,삼성전자
2111,2020-07-30,0,삼성전자
2112,2020-07-31,0,삼성전자
2113,2020-08-03,0,삼성전자
2114,2020-08-04,1,삼성전자
2115,2020-08-05,0,삼성전자
2116,2020-08-06,1,삼성전자
2117,2020-08-07,0,삼성전자
2118,2020-08-10,1,삼성전자
2119,2020-08-11,1,삼성전자
2120,2020-08-12,1,삼성전자
2121,2020-08-13,0,삼성전자
2122,2020-08-14,0,삼성전자
2123,2020-08-18,1,삼성전자
2124,2020-08-19,0,삼성전자
2125,2020-08-20,0,삼성전자
2126,2020-08-21,1,삼성전자
2127,2020-08-24,1,삼성전자
2128,2020-08-25,1,삼성전자
2129,2020-08-26,0,삼성전자
2130,2020-08-27,0,삼성전자
2131,2020-08-28,0,삼성전자
2132,2020-08-31,0,삼성전자
2133,2020-09-01,1,삼성전자
2134,2020-09-02,1,삼성전자
2135,2020-09-03,1,삼성전자
2136,2020-09-04,0,삼성전자
2137,2020-09-07,1,삼성전자
2138,2020-09-08,1,삼성전자
2139,2020-09-09,0,삼성전자
2140,2020-09-10,1,삼성전자
2141,2020-09-11,0,삼성전자
2142,2020-09-14,1,삼성전자
2143,2020-09-15,1,삼성전자
2144,2020-09-16,0,삼성전자
2145,2020-09-17,0,삼성전자
2146,2020-09-18,0,삼성전자
2147,2020-09-21,0,삼성전자
2148,2020-09-22,0,삼성전자
2149,2020-09-23,1,삼성전자
2150,2020-09-24,0,삼성전자
2151,2020-09-25,1,삼성전자
2152,2020-09-28,1,삼성전자
2153,2020-09-29,0,삼성전자
2154,2020-10-05,1,삼성전자
2155,2020-10-06,1,삼성전자
2156,2020-10-07,1,삼성전자
2157,2020-10-08,0,삼성전자
2158,2020-10-12,1,삼성전자
2159,2020-10-13,1,삼성전자
2160,2020-10-14,0,삼성전자
2161,2020-10-15,0,삼성전자
2162,2020-10-16,0,삼성전자
2163,2020-10-19,1,삼성전자
2164,2020-10-20,1,삼성전자
2165,2020-10-21,0,삼성전자
2166,2020-10-22,0,삼성전자
2167,2020-10-23,1,삼성전자
2168,2020-10-26,1,삼성전자
2169,2020-10-27,0,삼성전자
2170,2020-10-28,0,삼성전자
2171,2020-10-29,0,삼성전자
2172,2020-10-30,0,삼성전자
2173,2020-11-02,1,삼성전자
2174,2020-11-03,1,삼성전자
2175,2020-11-04,0,삼성전자
2176,2020-11-05,1,삼성전자
2177,2020-11-06,0,삼성전자
2178,2020-11-09,1,삼성전자
2179,2020-11-10,0,삼성전자
2180,2020-11-11,1,삼성전자
2181,2020-11-12,0,삼성전자
2182,2020-11-13,1,삼성전자
2183,2020-11-16,1,삼성전자
2184,2020-11-17,0,삼성전자
2185,2020-11-18,0,삼성전자
2186,2020-11-19,0,삼성전자
2187,2020-11-20,1,삼성전자
2188,2020-11-23,1,삼성전자
2189,2020-11-24,1,삼성전자
2190,2020-11-25,0,삼성전자
2191,2020-11-26,1,삼성전자
2192,2020-11-27,1,삼성전자
2193,2020-11-30,0,삼성전자
2194,2020-12-01,1,삼성전자
2195,2020-12-02,1,삼성전자
2196,2020-12-03,1,삼성전자
2197,2020-12-04,1,삼성전자
2198,2020-12-07,1,삼성전자
2199,2020-12-08,0,삼성전자
2200,2020-12-09,1,삼성전자
2201,2020-12-10,0,삼성전자
2202,2020-12-11,1,삼성전자
2203,2020-12-14,1,삼성전자
2204,2020-12-15,0,삼성전자
2205,2020-12-16,0,삼성전자
2206,2020-12-17,0,삼성전자
2207,2020-12-18,0,삼성전자
2208,2020-12-21,0,삼성전자
2209,2020-12-22,0,삼성전자
2210,2020-12-23,1,삼성전자
2211,2020-12-24,1,삼성전자
2212,2020-12-28,1,삼성전자
2213,2020-12-29,0,삼성전자
2214,2020-12-30,1,삼성전자
2215,2021-01-04,1,삼성전자
2216,2021-01-05,1,삼성전자
2217,2021-01-06,0,삼성전자
2218,2021-01-07,1,삼성전자
2219,2021-01-08,1,삼성전자
2220,2021-01-11,1,삼성전자
2221,2021-01-12,0,삼성전자
2222,2021-01-13,0,삼성전자
2223,2021-01-14,0,삼성전자
2224,2021-01-15,0,삼성전자
2225,2021-01-18,0,삼성전자
2226,2021-01-19,1,삼성전자
2227,2021-01-20,1,삼성전자
2228,2021-01-21,1,삼성전자
2229,2021-01-22,0,삼성전자
2230,2021-01-25,1,삼성전자
2231,2021-01-26,0,삼성전자
2232,2021-01-27,0,삼성전자
2233,2021-01-28,0,삼성전자
2234,2021-01-29,0,삼성전자
2235,2021-02-01,1,삼성전자
2236,2021-02-02,1,삼성전자
2237,2021-02-03,1,삼성전자
2238,2021-02-04,0,삼성전자
2239,2021-02-05,1,삼성전자
2240,2021-02-08,0,삼성전자
2241,2021-02-09,0,삼성전자
2242,2021-02-10,0,삼성전자
2243,2021-02-15,1,삼성전자
2244,2021-02-16,1,삼성전자
2245,2021-02-17,0,삼성전자
2246,2021-02-18,0,삼성전자
2247,2021-02-19,1,삼성전자
2248,2021-02-22,0,삼성전자
2249,2021-02-23,0,삼성전자
2250,2021-02-24,0,삼성전자
2251,2021-02-25,1,삼성전자
2252,2021-02-26,0,삼성전자
2253,2021-03-02,1,삼성전자
2254,2021-03-03,1,삼성전자
2255,2021-03-04,0,삼성전자
2256,2021-03-05,0,삼성전자
2257,2021-03-08,0,삼성전자
2258,2021-03-09,0,삼성전자
2259,2021-03-10,0,삼성전자
2260,2021-03-11,1,삼성전자
2261,2021-03-12,1,삼성전자
2262,2021-03-15,0,삼성전자
2263,2021-03-16,1,삼성전자
2264,2021-03-17,0,삼성전자
2265,2021-03-18,1,삼성전자
2266,2021-03-19,0,삼성전자
2267,2021-03-22,1,삼성전자
2268,2021-03-23,0,삼성전자
2269,2021-03-24,0,삼성전자
2270,2021-03-25,1,삼성전자
2271,2021-03-26,1,삼성전자
2272,2021-03-29,1,삼성전자
2273,2021-03-30,1,삼성전자
2274,2021-03-31,0,삼성전자
2275,2021-04-01,1,삼성전자
2276,2021-04-02,1,삼성전자
2277,2021-04-05,1,삼성전자
2278,2021-04-06,1,삼성전자
2279,2021-04-07,0,삼성전자
2280,2021-04-08,0,삼성전자
2281,2021-04-09,0,삼성전자
2282,2021-04-12,0,삼성전자
2283,2021-04-13,1,삼성전자
2284,2021-04-14,0,삼성전자
2285,2021-04-15,1,삼성전자
2286,2021-04-16,0,삼성전자
2287,2021-04-19,0,삼성전자
2288,2021-04-20,1,삼성전자
2289,2021-04-21,0,삼성전자
2290,2021-04-22,0,삼성전자
2291,2021-04-23,1,삼성전자
2292,2021-04-26,1,삼성전자
2293,2021-04-27,0,삼성전자
2294,2021-04-28,0,삼성전자
2295,2021-04-29,0,삼성전자
2296,2021-04-30,0,삼성전자
2297,2021-05-03,1,삼성전자
2298,2021-05-04,1,삼성전자
2299,2021-05-06,0,삼성전자
2300,2021-05-07,0,삼성전자
2301,2021-05-10,1,삼성전자
2302,2021-05-11,0,삼성전자
2303,2021-05-12,0,삼성전자
2304,2021-05-13,0,삼성전자
2305,2021-05-14,1,삼성전자
2306,2021-05-17,0,삼성전자
2307,2021-05-18,0,삼성전자
2308,2021-05-20,0,삼성전자
2309,2021-05-21,1,삼성전자
2310,2021-05-24,0,삼성전자
2311,2021-05-25,1,삼성전자
2312,2021-05-26,0,삼성전자
2313,2021-05-27,0,삼성전자
2314,2021-05-28,1,삼성전자
2315,2021-05-31,1,삼성전자
2316,2021-06-01,1,삼성전자
2317,2021-06-02,1,삼성전자
2318,2021-06-03,1,삼성전자
2319,2021-06-04,0,삼성전자
2320,2021-06-07,0,삼성전자
2321,2021-06-08,0,삼성전자
2322,2021-06-09,0,삼성전자
2323,2021-06-10,0,삼성전자
2324,2021-06-11,0,삼성전자
2325,2021-06-14,0,삼성전자
2326,2021-06-15,1,삼성전자
2327,2021-06-16,1,삼성전자
2328,2021-06-17,0,삼성전자
2329,2021-06-18,0,삼성전자
2330,2021-06-21,0,삼성전자
2331,2021-06-22,1,삼성전자
2332,2021-06-23,1,삼성전자
2333,2021-06-24,1,삼성전자
2334,2021-06-25,1,삼성전자
2335,2021-06-28,1,삼성전자
2336,2021-06-29,0,삼성전자
2337,2021-06-30,0,삼성전자
2338,2021-07-01,0,삼성전자
2339,2021-07-02,0,삼성전자
2340,2021-07-05,1,삼성전자
2341,2021-07-06,1,삼성전자
2342,2021-07-07,0,삼성전자
2343,2021-07-08,0,삼성전자
2344,2021-07-09,0,삼성전자
2345,2021-07-12,1,삼성전자
2346,2021-07-13,1,삼성전자
2347,2021-07-14,0,삼성전자
2348,2021-07-15,1,삼성전자
2349,2021-07-16,0,삼성전자
2350,2021-07-19,0,삼성전자
2351,2021-07-20,0,삼성전자
2352,2021-07-21,0,삼성전자
2353,2021-07-22,1,삼성전자
2354,2021-07-23,0,삼성전자
2355,2021-07-26,0,삼성전자
2356,2021-07-27,0,삼성전자
2357,2021-07-28,1,삼성전자
2358,2021-07-29,0,삼성전자
2359,2021-07-30,0,삼성전자
2360,2021-08-02,1,삼성전자
2361,2021-08-03,1,삼성전자
2362,2021-08-04,1,삼성전자
2363,2021-08-05,0,삼성전자
2364,2021-08-06,0,삼성전자
2365,2021-08-09,0,삼성전자
2366,2021-08-10,0,삼성전자
2367,2021-08-11,0,삼성전자
2368,2021-08-12,0,삼성전자
2369,2021-08-13,0,삼성전자
2370,2021-08-17,0,삼성전자
2371,2021-08-18,0,삼성전자
2372,2021-08-19,0,삼성전자
2373,2021-08-20,0,삼성전자
2374,2021-08-23,1,삼성전자
2375,2021-08-24,1,삼성전자
2376,2021-08-25,1,삼성전자
2377,2021-08-26,0,삼성전자
2378,2021-08-27,0,삼성전자
2379,2021-08-30,1,삼성전자
2380,2021-08-31,1,삼성전자
2381,2021-09-01,1,삼성전자
2382,2021-09-02,0,삼성전자
2383,2021-09-03,1,삼성전자
2384,2021-09-06,1,삼성전자
2385,2021-09-07,0,삼성전자
2386,2021-09-08,1,삼성전자
2387,2021-09-09,0,삼성전자
2388,2021-09-10,0,삼성전자
2389,2021-09-13,1,삼성전자
2390,2021-09-14,1,삼성전자
2391,2021-09-15,1,삼성전자
2392,2021-09-16,0,삼성전자
2393,2021-09-17,1,삼성전자
2394,2021-09-23,1,삼성전자
2395,2021-09-24,0,삼성전자
2396,2021-09-27,1,삼성전자
2397,2021-09-28,0,삼성전자
2398,2021-09-29,0,삼성전자
2399,2021-09-30,0,삼성전자
2400,2021-10-01,0,삼성전자
2401,2021-10-05,0,삼성전자
2402,2021-10-06,0,삼성전자
2403,2021-10-07,1,삼성전자
2404,2021-10-08,0,삼성전자
2405,2021-10-12,0,삼성전자
2406,2021-10-13,0,삼성전자
2407,2021-10-14,1,삼성전자
2408,2021-10-15,1,삼성전자
2409,2021-10-18,1,삼성전자
2410,2021-10-19,1,삼성전자
2411,2021-10-20,0,삼성전자
2412,2021-10-21,0,삼성전자
2413,2021-10-22,1,삼성전자
2414,2021-10-25,0,삼성전자
2415,2021-10-26,1,삼성전자
2416,2021-10-27,0,삼성전자
2417,2021-10-28,1,삼성전자
2418,2021-10-29,0,삼성전자
2419,2021-11-01,1,삼성전자
2420,2021-11-02,1,삼성전자
2421,2021-11-03,0,삼성전자
2422,2021-11-04,1,삼성전자
2423,2021-11-05,0,삼성전자
2424,2021-11-08,1,삼성전자
2425,2021-11-09,0,삼성전자
2426,2021-11-10,0,삼성전자
2427,2021-11-11,0,삼성전자
2428,2021-11-12,1,삼성전자
2429,2021-11-15,1,삼성전자
2430,2021-11-16,0,삼성전자
2431,2021-11-17,0,삼성전자
2432,2021-11-18,0,삼성전자
2433,2021-11-19,1,삼성전자
2434,2021-11-22,1,삼성전자
2435,2021-11-23,1,삼성전자
2436,2021-11-24,0,삼성전자
2437,2021-11-25,0,삼성전자
2438,2021-11-26,0,삼성전자
2439,2021-11-29,0,삼성전자
2440,2021-11-30,0,삼성전자
2441,2021-12-01,1,삼성전자
2442,2021-12-02,1,삼성전자
2443,2021-12-03,0,삼성전자
2444,2021-12-06,1,삼성전자
2445,2021-12-07,1,삼성전자
2446,2021-12-08,0,삼성전자
2447,2021-12-09,1,삼성전자
2448,2021-12-10,0,삼성전자
2449,2021-12-13,0,삼성전자
2450,2021-12-14,1,삼성전자
2451,2021-12-15,1,삼성전자
2452,2021-12-16,1,삼성전자
2453,2021-12-17,1,삼성전자
2454,2021-12-20,0,삼성전자
2455,2021-12-21,1,삼성전자
2456,2021-12-22,1,삼성전자
2457,2021-12-23,1,삼성전자
2458,2021-12-24,1,삼성전자
2459,2021-12-27,0,삼성전자
2460,2021-12-28,1,삼성전자
2461,2021-12-29,0,삼성전자
2462,2021-12-30,0,삼성전자
2463,2022-01-03,1,삼성전자
2464,2022-01-04,1,삼성전자
2465,2022-01-05,0,삼성전자
2466,2022-01-06,0,삼성전자
2467,2022-01-07,1,삼성전자
2468,2022-01-10,0,삼성전자
2469,2022-01-11,1,삼성전자
2470,2022-01-12,0,삼성전자
2471,2022-01-13,0,삼성전자
2472,2022-01-14,0,삼성전자
2473,2012-01-02,1,SK하이닉스
2474,2012-01-03,1,SK하이닉스
2475,2012-01-04,1,SK하이닉스
2476,2012-01-05,1,SK하이닉스
2477,2012-01-06,1,SK하이닉스
2478,2012-01-09,0,SK하이닉스
